name,Abzweigung Bennerstedt,Lüneburger Straße,"Karze, An den Hauskoppeln",Universitätsallee,"Artlenburg, Grünstraße",Bei Mönchsgarten,Hermann-Löns-Straße,Wilhelm-Leuschner-Straße,Graf-von-Moltke-Straße,St.-Stephanus-Platz,Konrad-Adenauer-Straße,Waldfriedhof,Schäferfeld,Kurt-Schumacher-Straße,Blümchensaal,Theodor-Heuss-Straße,Venusberg (Johanneum),Ziegelkamp,Am Schützenplatz,"Deutsch Evern, Triftstraße",Becklingen,"Radbruch, Schäfer-Ast-Straße","Thomasburg, Radenbecker Weg",Abzweig Dumstorf,"Köstorf, Abzw. Barskamp",Abzweig Radenbeck,Mitte / B216,Breetzer Straße,Wichernstraße,Anna-Vogeley-Heim,Am Elsenbruch,Röntgenstraße / Kirche,Röntgenstraße,Planckstraße,Neetzebrücke,Reichenbachplatz,Bürgeramt,"Radenbeck, Siedlung",Markt,Meisterweg,Hansestraße,Henningstraße,Pulverweg (Nord),Theodor-Haubach-Straße,Bülows Kamp,Klosterkamp,Hermann-Wagner-Straße,Hinrich-Wilhelm-Kopf-Straße,"Handorf, Grundschule",Im Kirchfelde,"Barum, Am Sportplatz",Am Sande,Oedeme Dorf,Im Kamp,Scharnhorststraße/DJH,Blücherstraße,Imkerstieg,Neue Straße,Danziger Weg,MTV-Platz,Kurpark,Uelzener Straße (Kurzentrum),Munstermannskamp,Osterwiese,Klosterweg,Ginsterweg,Am Schwalbenberg,Wallstraße (Theater),Postamt,Hasenburg,Eintracht Sportplatz,Am Bahnhof Rettmer,Wiesengrund,Pilgerpfad,Am Wischfeld,Hessenweg (Mitte),Am Bäckfeld,Häcklinger Weg,B 4 Parkplatz,Stadttheater,Sültenweg,Am Grasweg,Jägerstraße,Johanna-Stegen-Straße,Vor dem Neuen Tore,Dörnbergstraße,Witzendorffstraße,Ebelingweg,Naruto-Straße,Krähornsberg,Teilfeld,Wilhelm-Hänel-Weg,Am Wildgehege,Laffertstraße,Schomakerstraße,Am Springintgut,Am Graalwall,Neue Sülze,Lambertiplatz,Rathaus,Kefersteinstraße (UNI),Gut Willerding,Bahnhof,Von-Kleist-Weg,"Deutsch Evern, Fritz-Reuter-Straße","Deutsch Evern, Friedhof",Deutsch Everner Weg,"Deutsch Evern, An der Ilmenau","Deutsch Evern, Wandelfeld","Deutsch Evern, Finkenstieg","Deutsch Evern, Petersberg","Deutsch Evern, Am Tiergarten","Deutsch Evern, Tiergartenstraße","Deutsch Evern, Birkenweg",Schützenstraße,Im Alten Dorfe,Am Kreideberg,Stöteroggestraße (Süd),Boizenburger Straße,Thorner Straße (West),Thorner Platz,Salzwedeler Straße,Elbinger Straße,Dessauer Straße,Magdeburger Straße,Stöteroggestraße (Nord),Brücke,Hasenburger Weg,Wallstraße,Elba,Landwehrplatz,Bardowicker Straße,Lübbelau,Finkenweg,"Lemgrabe, Am Hasenberg",Lilienthalstraße,Von-Stern-Straße,Eisenwerk,Gebrüder-Heyn-Straße,Hagen-Schule,Wacholderweg,Ahornweg,Adendorfer Straße,Boltersener Straße,"Boltersen, Rullstorfer Straße",Nutzfelder Weg,Hauptstraße,Sportzentrum,Grundschule,Weinbergsweg Schule,Meisterstraße,Jürgenstorfer Straße,K 2 / Zum Bahnhof,Alte Dorfstraße,"Scharnebeck, Echemer Straße","Lentenau, K28","Reinstorf, Reinstorfer Kreuz",Im Sande,Kirche,Im Wiesengrund,Landwehr,Hagemannsweg,Schulzentrum,Floetstraße,Rote Schleuse,"Melbeck, Uelzener Straße",Bernhard-Riemann-Straße,Von-Stauffenberg-Straße,Rauher Weg,"Heiligenthal, Ort",In de Tüünen,Heiligenthaler Straße,"Melbeck, Danziger Straße","Embsen, Siedlung",Kulturforum Wienebüttel,"Brietlingen, Schierenweg","Brietlingen, Moorweg",Ritzkamper Weg,Schwarzer Weg,Gut Olm,Abzweigung Ebensberg,Erbstorfer Landstraße,Hölderlinstraße,"Wendewisch, Campingplatz","Riecklingen, Abzweigung",Leestahl 2,Am Kirchkamp,Schule B,"Embsen, Bahnhofstraße","Embsen, Querlberg","Horndorf, Zur Doven Elbe","Reinstorf, Hauptstraße",Forsthaus,"Barum, Abzweig Horburg","Barum, Am See","Oerzen, Fliederstraße",Hohe Luft,"Bavendorf, Im Dorfe","Reinstorf, Am Vitusbach",Neumühlener Weg,Möhlenkamp,Auf der Hausstelle,Feuerwehr,Ostlandring,Freibad,Kreuzkamp,Robert-Koch-Straße,Friedhof,Heinrich Heine Siedlung,An der Bünte,Heinrich-Hille-Straße,Weinbergsweg,"Radenbeck, Linnenkamp","Radenbeck, Dorfstraße",Siedlung,"Brietlingen, Am Sportplatz",Goebelstraße,"Echem, Schulstraße",Grüner Weg,Lindenweg,Otto-Brenner-Straße (Kehre),"Brietlingen, Stettiner Ring",Sternkamp,Kirchweg,Bunsenstraße,Bachstraße,Rosenkamp,Schmiedestraße,Rehrweg,"Wittorf, Wiesenstraße",Volgershall/UNI,Städtisches Klinikum,"Lüdersburg, Kirchtwiete",Abzweigung Jürgenstorf,Melbeck Grundschule,Gifkendorf,B 209,Gerhart-Hauptmann-Straße,Händelstraße,Alter Postweg,Lessingstraße,Am Fuchsberg,Im Westerfelde,Behördenzentrum (Ost),Psychiatrische Klinik,Am Bruch,Bei der Pferdehütte,Alec-Moore-Straße,Am Bargenturm,Heidkoppelweg,Memeler Straße,William-Watt-Straße,Allensteiner Straße,"Erbstorf, Wendeplatz",Jüttkenmoor,Am Ziegeleiteich,Ostlandstraße (Schule),Schnellenberger Weg,Ostlandstraße Spielplatz,Am Lerchenberg,Am Schwarzen Berg,Steinweg,Im Gutspark,Virchowstraße,Teichaue,Moorchaussee,Kastanienallee,Katzenweg,Friedrich-Ludwig-Jahn-Straße,Rotes Tor,Goethestraße,Hagen Wendeplatz,Hopfengarten,Wielandstraße,Hans-Steffens-Weg,Gaußstraße,Heinrich-Böll-Straße,Carl-von-Ossietzky-Straße,Otto-Brenner-Straße,Flugplatz,Walter-Bötcher-Straße,Stadtkoppel,Kurt-Höbold-Straße,Richard-Brauer-Straße,Elso-Klöver-Straße,Gellersstraße,Wilhelm-Fressel-Straße,Große Hof,Abzw. Betzendorf,Schildsteinweg,Bauerholzweg,Kampweg,Wiesenweg,Mühlenberg,Bokenkamp,Finanzamt,Auf dem Schmaarkamp,Auf der Hude,Tennispark,Kiefernweg,Brockwinkler Weg,Dachtmisser Weg,Niendorfer Weg,Große Straße,"Göddingen, Wöppenberg","Göddingen, Am Fischteich",Neu Oerzen,"Wendhausen, Im Ort","Melbeck, Gymnasium",Ebstorfer Straße,"Barendorf, Dorfstraße",Neu Häcklingen,Am Rischpool,Robert-Schumann-Straße,Königsberger Weg,Kornblumenweg,Röthenweg,Zeltberg,Dorfplatz,Am Stadtberg,Pumpenstation,Friedhofsweg,Heimathaus,Marschweg,"Bleckede, Auf dem Kamp",Saatbau,Fähranleger,Buendorf,Quickborn,"Nindorf bei Bleckede, L222","Bleckede, Dahlenburger Straße","Bleckede, Waldfrieden",Neu Wendischthun,Vor der Westermarsch,"Artlenburg, Elbdeich",Scharnebecker Straße,"Rullstorf, Am Neetzekanal","Vastorf, Abzweigung Bahnhof",Denkmal,"Brietlingen, Ort","Walmsburg, Bruchdorfer Straße","Garze, Große Straße 29","Nutzfelde, Am Walde",Vrestorfer Weg,Thiessendörper Weg,Am Diemel,Ätzberg,"Hittbergen, Roggenberg",Südergellerser Weg,Hauptstraße (L 216),Teufelsküche,Im Dorfe,Neu Süttorf,Am Dorfplatz,"Sülbeck, An den Eichen (L 221)",Bühringsmoor,Radbrucher Weg,Wendeplatz,Witwenkamp,Ernst-Braune-Straße,"Hittbergen, Kirche",Leuphana,Ort,"Neu Neetze, Am Milchberg","Neu Neetze, Birkenhof","Bleckeder Moor, Abzweigung","Karze, Auf dem Weel",Große Straße 71,Große Straße 3,Lüner Rennbahn,Schlachthof,Auf den Blöcken,"Bleckede, Rathaus",Töpferdamm,"Walmsburg, Kateminer Straße","Barskamp, Markt","Bleckede, Elbweg","Alt Garge, Waldbad",Brennbusch,Walmsburger Straße,Turnhalle,Unnamed: 382,"Bleckede, Schiedenitzweg",Schieringen,"Reeßeln, Abzweigung","Breetze, Bokelstraße","Breetze, Ziegelei","Artlenburg, Ost",Bessemerstraße,SZ Kaltenmoor,Rettmer (Mitte),"Oerzen, Im Dorfe","Amelinghausen, Kirche",Kastanienweg,"Amelinghausen, Bahnhof","Amelinghausen, Kirche","Amelinghausen, Bahnhof",Kloster Lüne,Nikolaihof,DRK-Heim,Hasenburger Berg,Zentralfriedhof,Am Eiskeller,Auf dem Knieberg,Heidkamp,Meinekenhop,Ringstraße,Soltauer Straße (Kurzentrum),Sandfeld,Kurt-Löwenstein-Schule,Clamartpark,Hasenburger Schule,Rosenkamp Wendeplatz,Övelgönner Weg,Bahnhofstraße,St.-Nikolai-Straße (Schule),Königsberger Straße,Pieperstraße,Am Graben,Böcklerstraße/TÜV,Eisenbahnbrücke,Goseburgstraße,Ilmenaucenter,Konrad-Zuse-Allee,"Erbstorf, Feuerwehr",EDEKA,Brockwinklerweg,"Wendewisch, Hittberger Straße 56","Erbstorf, Feuerwehr",An der Roten Bleiche (Universität),Feldstraße (Universität),GHS Kreideberg,Herderschule,Spechtsweg,Abzweig Sommerbeck,Ehrenfriedhof,Kanalbrücke,Amselweg,Heinsen,Georg - Chors - Weg,"Boltersen, Bahnhofstraße",Im Ort,Neumühlen bei Rullstorf,Das Rote Feld,"Alt Garge, Hauptstraße","Eimstorf, Ort",Alte Salzstraße,Artlenburger Landstraße,Bockelheide,"Wittorf, Birkenweg",Veilchenring,"Horburg, Im Winkel","Horburg, Schule","St. Dionys, Gotenweg","Artlenburg, Hopfenhof","Barförde, Barförder Elbdeich 22","Dahlenburg, Mittelfeld","Dahlenburg, Ehrenfriedhof","Bockelkathen, Auf dem Kreuze","Lüdersburg, Bachkoppelweg","Rosenthal, Ortsmitte","Bleckeder Moor, Zweiter Moorweg","Karze, Am Rotdorn","Neu Jürgenstorf, Rosenthaler Weg","Neu Jürgenstorf, Rosenthaler Weg","Neu Neetze, Haus Nr. 50","Garlstorf, Dorfstraße 36","Garlstorf, Dorfstraße 68","Radegast, Pferdekoppel","Radegast, Zum Kirchplatz","Radegast, Elbuferstraße 41","Wendewisch, Hittberger Straße 59","Wendewisch, Siedlung","Barförde, Feuerwehr","Barförde, Hinter den Häfen","Garlstorf, Schmiede","Bullendorf, Brücke","Hittbergen, Feldstraße","Hittbergen, Im Kamp","Hittbergen, Schönfeld",Wennekath 5,Wennekath 8,Süttorf,Neu Bleckede,"Dahlenburg, Fliederweg","Lemgrabe, An der Kleinbahn",Birkenhof,"Ellringen, Ellringer Neetzetal",Klein Sommerbeck 15,"Wiecheln, Abzweig K 26","Barskamp, Hohe Luft",Feldstraße,"Radbruch, Peerort","Echem, Dorfstraße","Marienthal, Alte Salzstraße","Radbruch, Mühle","Radbruch, Wittorferweg","Bardowick, Wendeplatz",Hamburger Landstraße,"Artlenburg, Mühle","Dachtmissen, Waldweg","Wittorf, Hauptstraße","Wittorf, Brücke","Wittorf, Neulander Weg","Handorf, Mühle","Handorf, Ortsmitte","Vastorf, Gifkendorfer Straße","Vastorf, Bahnbrücke","Horndorf, Kreuzung B 216","Rohstorf, Ort",Volkstorf,Schule B,"Ellringen, Kettelberg","Neetze, Am Ried","Neu Jürgenstorf, Ahrenschulter","Rosenthal, L 219",Vogelsang 11,"Vogelsang, Ort","Bleckeder Moor, Heidmoor","Bleckeder Moor, Fuchsweg","Brackede, Abzweig Garlstorf","Brackede, Abzweig Garlstorf","Barförde, Poggenort","Barförde, Elbdeich 15",Kirchgellerser Straße,"Südergellersen, Stähwiesen","Kirchgellersen, Grundschule",Dachtmisser Straße,"Amelinghausen, Bahnhof",Tartuer Platz,"Wendhausen, Wendenstraße","Holzen, Op dan Brink","Neu Neetze, Denker","Gienau, Wiebecker Straße",Groß Sommerbeck 3,"Neu Neetze, Tennisclub",Konrad-Adenauer-Straße Ost,name
Abzweigung Bennerstedt,0,11506.14,16542.898,14099.229,9009.391,13245.251,9367.23,13054.549,12890.552,12355.059,12469.058,12946.95,12658.894,12522.929,12140.112,11530,11526.851,11602.658,11363.772,16733.266,31038.876,18630.175,17765.941,23730.758,25769.748,18375.927,19504.123,20520.965,15079.076,15157.781,14993.09,15128.626,15370.577,15471.72,12899.823,11774.78,12035.808,18103.074,26707.122,9651.972,10509.437,11047.4,11278.794,13278.654,13308.019,13485.418,13463.184,12112.753,13254.484,16104.364,6995.126,13101.126,15705.689,16183.033,14645.314,14424.796,13181.49,8781.738,7771.897,14032.345,13656.563,13412.016,14064.061,17193.466,17633.843,14489.518,11747.361,13092.418,13236.519,15300.382,16024.702,16408.533,17383.767,17703.846,17001.212,16682.95,16372.791,16188.184,12672.209,12904.63,13721.122,13896.111,13869.188,13687.976,13288.797,13182.691,13073.767,13265.932,13877.926,13721.698,12556.525,12729.9,13749.594,13147.862,12681.156,12572.035,12615.214,12683.796,12907.197,12342.563,13012.552,13488.264,17450.745,17910.321,18105.296,18476.184,19390.441,18524.109,18399.774,17974.601,17329.349,17164.99,17586.033,16480.995,16349.22,22772.026,12391.029,12571.752,12542.071,12667.41,12351.319,12107.495,12381.64,12507.074,12892.502,12675.798,9711.152,15469.026,10532.288,7606.834,15775.193,2945.855,3098.478,15143.5,25793.228,11907.147,11904.372,12122.605,12367.758,11069.533,10828.605,10996.476,3469.335,5447.786,7668.741,4986.657,3464.526,6080.178,3439.644,8171.228,3346.025,12135.858,4686.921,5558.557,2548.841,5310.374,13967.073,21635.832,20704.391,20151.455,11662.295,12038.441,3659.075,19750.906,16616.064,20665.014,15200.712,7674.347,8421.37,19325.046,19328.131,21071.917,21231.342,21700.133,14531.606,5375.044,5270.066,2406.315,9170.348,9462.425,7699.42,5856.663,8679.402,17491.079,23641.076,22890.949,24886.339,12072.679,22124.142,22658.069,15578.981,12936.233,24012.839,7422.394,6763.016,21657.459,20588.482,19812.466,12925.888,7392.627,6792.278,15451.608,15148.829,11271.705,11405.828,7555.831,6749.113,6805.437,7195.461,7152.189,7122.533,7849.419,17616.996,17261.977,13012.458,5008.465,12639.664,6959.143,8778.118,8472.077,13409.737,4764.218,12528.865,8102.921,10461.712,10703.116,16660.767,16484.112,16117.666,9833.889,13883.248,13745.728,10249.072,11480.709,19850.372,17062.919,8793.541,17222.99,17087.34,16919.72,17112.426,16887.089,16719.841,10985.353,13557.121,15157.542,12440.713,14286.689,13267.845,7537.426,7720.553,14541.664,7443.884,5967.82,13911.917,7776.131,16306.084,15306.246,16777.712,15063.663,16991.169,7990.337,6994.974,7742.854,6637.734,6668.432,6536.797,6215.292,13837.663,12782.817,13679.512,11460.925,11227.766,13378.3,10747.662,15002.838,14614.555,15383.299,12493.156,11670.644,11237.834,10793.182,12811.928,10863.581,12004.706,11387.188,13106.927,26356.813,26161.639,14110.683,25734.622,23359.487,23160.647,25290.152,25299.565,11756.637,11755.104,11359.1,13714.819,14301.108,13639.54,14234.707,15490.202,8611.438,24096.46,24468.747,22683.932,10847.97,20516.465,19901.349,11939.699,16498.581,21348.404,7712.088,7780.943,7806.068,7798.693,12303.401,14052.986,14922.541,14933.524,14418.252,20319.107,20308.096,21063.294,21500.045,21596.296,27384.055,27906.069,22646.956,21819.529,22697.477,22646.263,11146.623,9730.753,3189.237,7282.746,16299.695,3585.991,3496.979,31187.588,18525.898,6411.109,8746.419,11144.993,20125.989,20400.123,14593.081,23446.598,23764.965,14722.529,20886.221,18234.506,13117.323,8944.225,13051.837,13180.05,13317.945,12499.604,14364.239,14397.516,14347.19,9103.559,14301.111,13835.427,14565.942,15919.977,17524.105,19352.158,9669.395,9386.042,12362.843,20742.762,20094.198,30954.119,26209.279,22236.139,27436.457,22624.021,26428.643,26209.538,22347.611,21847.968,31161.045,32141.808,20181.22,21079.402,9946.654,12915.754,12521.986,17425.123,21744.304,25265.23,23357.828,23008.643,25265.23,23008.643,10137.043,10821.853,7435.726,14180.261,14025.981,14888.887,14554.146,14546.213,14690.831,14500.057,13454.612,20157.666,20441.387,12955.379,14504.062,16474.384,15017.481,11393.576,10714.691,12071.15,10347.777,12370.404,13007.561,11835.565,12154.658,11650.531,11152.897,6307.478,9172.207,13679.149,14629.486,6307.478,13012.054,12555.128,12611.557,13211.726,13983.039,22446.105,26027.981,13698.809,22832.285,24388.975,23136.304,7708.778,5019.804,8604.766,24280.705,26419.287,23321.123,5705.481,8754.825,15180.71,11495.27,17830.359,8387.291,7510.982,8321.669,8829.964,17838.537,25514.582,26074.819,8170.085,9128.685,13561.156,15546.801,16728.184,12440.585,12440.585,13011.505,19504.024,18822.908,21565.014,23172.054,22172.291,17104.451,17797.904,18168.324,18739.138,18298.754,8568.268,13868.876,14976.678,16820.142,15326.464,15941.793,15294.529,21666.007,26982.934,26057.32,24630.152,21527.268,23427.827,19370.793,26518.131,12104.212,19088.616,6309.827,7353.819,16533.872,17806.486,13341.107,10935.847,9254.75,17958.642,9909.526,9719.081,10850.428,13025.772,13453.125,16037.627,15734.943,15543.133,16818.576,15691.707,12072.679,21239.772,13690.355,13501.477,14002.021,16631.873,16524.964,16024.592,17442.996,20758.424,20758.424,18032.424,18496.831,22711.265,22366.156,21187.155,16666.733,23008.643,11046.149,10742.705,12376.226,11506.496,29003.728,23865.664,13165.84,13216.798,Abzweigung Bennerstedt
Lüneburger Straße,11506.014,0,16606.675,9691.399,20515.405,9745.775,7866.605,7134.995,7937.65,7498.58,7612.579,8090.471,7802.415,8094.621,7711.804,6673.521,6670.372,6839.777,6955.942,7377.517,20421.626,20183.939,12077.17,13113.508,22691.932,7758.677,8886.873,17443.149,10671.246,10749.951,10585.26,10720.796,10962.747,11063.89,9574.724,8275.304,8536.332,9720.044,16089.872,8151.347,7797.52900000001,7436.789,7411.387,6900.461,6533.275,6710.674,6688.44,7256.274,19055.43,15927.92,18501.14,8693.296,11297.859,11775.203,10237.484,10016.966,11754.444,9448.862,10354.432,9624.515,9248.733,9004.186,9656.231,12785.636,13085.099,10081.688,7319.053,8684.588,8828.689,10892.552,11616.872,12000.703,12975.937,12424.122,11708.839,12008.319,11964.961,11780.354,18127.002,8496.8,9882.791,10224.389,10369.712,10188.5,9789.321,9683.215,9727.018,10279.873,11645.69,11489.462,11940.219,10318.572,11221.984,9652.92300000001,9181.68,9072.55900000001,9115.73800000001,9184.32,9068.866,8843.087,8604.722,5405.45,8094.996,8554.572,8749.547,9120.435,10034.692,9168.36,9044.025,9163.753,9366.503,9202.144,8230.284,7125.246,6993.471,18364.196,8891.553,9072.276,9432.28100000001,9825.247,9771.451,9527.627,9801.772,9927.206,10312.634,10095.93,17270.38,11061.196,13741.426,11561.88,12275.717,8611.057,8572.395,12651.66,15175.978,4738.979,5086.286,5203.875,5479.02,5371.18,5641.933,6014.637,8201.538,9689.34,7070.987,9753.071,8041.488,11389.693,8392.989,10350.18,8539.221,15800.703,9880.117,10179.908,8957.173,6200.691,3349.823,18136.356,17204.915,16651.979,11577.755,11191.166,8553.674,11119.914,9751.07,12034.022,10792.882,10451.982,9704.959,14917.216,14920.301,17541.449,13193.149,13945.916,11396.945,13793.67,14462.039,13912.329,8930.67,7961.8,8800.609,9921.9,7178.777,21302.12,15282.933,15347.738,14269.089,1455.429,15160.568,15694.495,4961.731,4836.624,17049.265,18928.408,18269.03,16543.98,11957.49,9195.216,4846.969,8816.414,9416.763,4146.744,4704.426,6085.033,6219.156,11006.284,11407.386,11295.581,11138.55,11348.82,11003.796,10714.291,10076.622,10431.641,6532.732,14200.438,10360.288,15762.317,9348.211,9628.941,5977.187,14404.496,9948.997,10023.408,6321.418,6149.414,12252.937,12076.282,11709.836,17291.869,10383.772,9337.898,13450.721,15291.75,11219.38,5649.571,20299.555,13723.514,13587.864,13420.244,13612.95,13387.613,13220.365,6875.31,10057.645,17033.787,11093.259,10787.213,9429.514,9064.649,9247.776,11042.188,8545.073,9910.909,10412.441,9303.354,12806.608,11806.77,13278.236,11564.187,13491.693,10110.681,11375.456,10972.42,11460.621,11509.997,11619.702,11524.807,9429.833,8374.987,9271.682,4979.788,7082.705,8970.47,6712.60200000001,10595.008,10206.725,10975.469,5060.606,4852.558,5539.481,5730.02,5379.378,5676.909,4572.156,6577.07,5674.377,17725.821,17530.647,9761.285,17103.63,14728.495,14529.655,16659.16,16668.573,8710.807,9234.453,9079.724,10580.158,13494.052,10184.513,14058.263,4580.249,20117.452,21018.644,21390.931,17086.312,5743.754,11885.473,11270.357,526.351,10421.457,12717.412,11331.898,10708.17,11001.099,10765.017,9723.533,13876.542,13272.045,11798.863,13980.647,18696.905,19131.035,18390.974,18661.596,18930.412,16766.805,17288.819,19569.14,18755.699,19633.647,19807.814,13080.416,21236.767,14695.251,10484.395,4886.347,15092.005,15002.993,28109.772,18589.675,5099.956,9742.685,12258.522,11494.997,11769.131,18404.122,19947.122,20265.489,10373.131,17386.745,15156.69,10039.507,5988.661,14928.082,15056.295,15194.19,14375.849,10014.841,18208.557,9939.36,4255.979,13133.608,13599.292,14629.719,15983.754,17587.882,19197.454,9533.795,9250.442,5023.324,18070.442,18619.195,27876.303,23131.463,19397.69,24598.008,19785.572,23350.827,23371.089,19494.177,18817.756,28083.229,29063.992,17103.404,18001.586,21452.668,10636.378,7665.507,13017.293,16738.951,18301.656,17760.208,17411.023,18301.656,17411.023,8636.418,12587.989,10665.292,9772.431,9618.151,10481.057,10146.316,10138.383,10341.433,10092.227,9046.782,17079.85,17769.067,8547.549,10096.232,12066.554,10609.651,13269.821,12688.824,9552.308,12868.173,10091.028,10930.975,9556.189,9875.282,9371.155,8539.497,10250.567,10168.473,10224.122,18440.527,10250.567,8604.224,8147.298,10031.689,9756.69900000001,9276.771,11828.855,15410.731,2741.189,15868.711,17425.401,18728.474,7087.616,9759.067,9440.399,20781.229,23580.838,12703.873,17211.495,9751.091,12102.894,17310.068,12889.445,19893.305,19016.996,18679.012,20335.978,21649.578,15822.359,15511.68,11371.734,12330.334,14396.789,15392.097,16791.961,13371.788,13371.788,13847.138,22389.927,22633.949,21628.791,23235.831,22236.068,20915.492,21608.945,21979.365,22550.179,22109.795,17371.442,17679.917,18787.719,20631.183,8846.738,9462.067,10507.088,19000.123,16365.684,15440.07,14012.902,16036.158,12810.577,13879.683,23440.315,13980.457,20642.38,15113.001,18859.833,18087.636,19360.25,15217.352,12812.092,20760.764,15138.309,17072.006,17357.423,17586.653,18727.518,19254.071,4624.279,4321.595,4925.883,6201.326,4278.359,1455.429,15748.662,11128.877,15114.445,14837.654,17467.506,17360.597,15869.888,17288.292,20822.201,20822.201,21843.465,22307.872,18877.355,18866.68,17787.81,13167.257,17411.023,7011.08900000001,5371.765,6028.507,12342.129,18386.478,13248.414,12271.81,6442.054,Lüneburger Straße
