,bench,bin,highway,lit,name,public_transport,route_ref,shelter,tactile_paving,latitude,longitude,id,wheelchair,bus,covered,network,fixme,passenger_information_display,check_date:shelter,operator,ref_name,departures_board,ref,bicycle_parking,description,lines,check_date:bench,designation,local_ref,source,note,description:de,bus_lines,network:wikidata,network:wikipedia,toilets:wheelchair,network:short,layer,level,construction:public_transport,destination,wheelchair:description,local_ref:note,fare_zone,lanes,lanes:backward,lanes:forward,lastcheck,name:HVV,check_date:tactile_paving,check_date:bin,direction,surface,public_transport:version,official_name,last_check,ref:vhh,shelter:description,check_date,waste_basket,beach,survey:date,route_ref:note,old_name,line,backrest,email,removed:ref_name,uic_ref,removed:operator,operator:note,ref:street,amenity,loc_name,building,alt_name,name:old,comment,route_master,name:note,net,source:route_ref,shelter:note,int_name,alt_name:5304,operator:short,type,route_ref:source,side,alt_name:note,name:description,carriage,name:de,trolleybus,share_taxi,bus_ref,name_old,railway,proposed,FIXME,service,disused,timetable,website,name:source,route_ref:description,junction,service_times,bus_routes,note_1,access,seasonal,start_date,shelter_type,on_demand,phone,url
1838,no,no,bus_stop,,Theodor-Haubach-Straße,platform,,no,no,53.2342571,10.4424649,349277066,limited,yes,,HVV,,no,,KVG,"Lüneburg, Theodor-Haubach-Straße",,,,,,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,yes,yes,bus_stop,,Bülows Kamp,platform,,yes,no,53.2314995,10.4459154,349277070,,yes,,HVV,,no,,KVG,"Lüneburg, Bülows Kamp",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,yes,no,bus_stop,,Klosterkamp,platform,,yes,no,53.2292609,10.4460096,349277075,,yes,,HVV,,no,,KVG,"Lüneburg, Klosterkamp",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,no,yes,bus_stop,,Hermann-Wagner-Straße,platform,,no,no,53.2288883,10.4441928,349277080,,,,HVV,,no,2021-05-07,KVG,"Lüneburg, Hermann-Wagner-Straße",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,yes,yes,bus_stop,yes,Theodor-Haubach-Straße,platform,,yes,no,53.2347056,10.4433511,349277083,limited,yes,,HVV,,no,,KVG,"Lüneburg, Theodor-Haubach-Straße",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,no,yes,bus_stop,,Hinrich-Wilhelm-Kopf-Straße,platform,,no,no,53.2393598,10.4337268,349277089,,yes,,HVV,,no,,KVG,"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,no,yes,bus_stop,,Theodor-Heuss-Straße,platform,,no,no,53.2462441,10.4326212,349277092,,yes,,HVV,,no,,KVG,"Lüneburg, Theodor-Heuss-Straße",,,,,5010;5014,,,,,,,,,,,,,,,,,,,,,,20141026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,no,yes,bus_stop,,Venusberg (Johanneum),platform,,no,yes,53.2464494,10.4297024,349277097,,yes,,HVV,,no,,KVG,"Lüneburg, Venusberg (Johanneum)",,,,,5014; 5201; 5361; 5600; 5702; 5920,,,,,,,,,,,,,,,,,,,,,,20141210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,no,no,bus_stop,,Ziegelkamp,platform,,no,no,53.2476202,10.4275306,349277100,,yes,,HVV,,no,,KVG,"Lüneburg, Ziegelkamp",,,,,5014,,,,,,,,,,,,,,,,,,,,,,20141012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,yes,yes,bus_stop,yes,S Landwehr (Ramazan-Avci-Platz),platform,,yes,no,53.5613403,10.0373661,350390756,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,yes,yes,bus_stop,yes,S Landwehr (Ramazan-Avci-Platz),platform,,yes,no,53.5611569,10.0371121,350391015,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,yes,yes,bus_stop,yes,Carl-Petersen-Straße,platform,,yes,no,53.5587914,10.0388721,350401350,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,yes,,bus_stop,,Carl-Petersen-Straße,platform,,yes,no,53.5600050,10.0386522,350402646,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,no,yes,bus_stop,yes,Carl-Petersen-Straße,platform,,no,no,53.5592242,10.0381537,350403435,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,no,no,bus_stop,,"Handorf, Grundschule",platform,5402;ASM,no,no,53.3419322,10.3467072,353234737,,,,HVV,,,,KVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,yes,yes,bus_stop,yes,U Mundsburg,platform,,yes,yes,53.5698860,10.0272713,353923202,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,yes,yes,bus_stop,yes,Großheidestraße,platform,,yes,no,53.5852322,10.0266366,353923205,yes,,,,,,,,,,,,,,,,,,,,172;173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,yes,yes,bus_stop,yes,Großheidestraße,platform,,yes,no,53.5855836,10.0276238,353923207,yes,,,,,,,,,,,,,,,,,,,,172;173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,yes,yes,bus_stop,yes,U Saarlandstraße,platform,,yes,no,53.5868529,10.0317244,353923209,no,yes,,HVV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,yes,yes,bus_stop,yes,U Saarlandstraße,platform,,yes,no,53.5867175,10.0316833,353923211,yes,yes,,HVV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,yes,yes,bus_stop,yes,Burmesterstraße,platform,,yes,no,53.5876719,10.0369785,353923214,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,yes,yes,bus_stop,yes,Wachtelstraße,platform,,yes,no,53.5884435,10.0529462,353923216,yes,yes,,,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,yes,yes,bus_stop,yes,Wachtelstraße,platform,,yes,no,53.5878513,10.0521533,353923218,yes,yes,,,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,yes,yes,bus_stop,yes,Habichtstraße (Mitte),platform,,yes,yes,53.5916581,10.0564702,353923221,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,yes,yes,bus_stop,yes,Habichtstraße (Mitte),platform,,yes,yes,53.5911622,10.0551981,353923223,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,yes,yes,bus_stop,yes,Heinrich-Helbing-Straße,platform,,yes,no,53.5947356,10.0607387,353923225,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,yes,yes,bus_stop,yes,Heinrich-Helbing-Straße,platform,,yes,no,53.5950719,10.0607765,353923228,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,yes,yes,bus_stop,yes,Bauernrosenweg,platform,,yes,yes,53.5984343,10.0661212,353923230,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,yes,yes,bus_stop,yes,Bauernrosenweg,platform,,yes,yes,53.5983644,10.0655767,353923232,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,no,yes,bus_stop,yes,Gumbinner Kehre,platform,,no,no,53.6258315,10.0922661,353923234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,yes,,bus_stop,,Am Stühm-Süd,platform,,yes,no,53.6278941,10.0998759,353923237,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,no,yes,bus_stop,,U Uhlandstraße,platform,,no,no,53.5655594,10.0260300,353926917,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,no,yes,bus_stop,yes,Hellbrookstraße,platform,,yes,yes,53.5920131,10.0444194,354479865,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,yes,yes,bus_stop,yes,Hellbrookstraße,platform,,yes,yes,53.5909189,10.0435125,354479867,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,yes,,bus_stop,yes,Schmuckshöhe,platform,,yes,yes,53.6105501,10.0371707,354479868,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,yes,,bus_stop,yes,Feuerbergstraße,platform,,yes,yes,53.6137719,10.0358721,354479870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,yes,,bus_stop,yes,U S Ohlsdorf (Fuhlsbüttler Straße),platform,172;179;392;607,yes,yes,53.6205930,10.0333463,354479872,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,yes,yes,bus_stop,yes,U S Ohlsdorf (Fuhlsbüttler Straße),platform,172;179;607,yes,yes,53.6213476,10.0333630,354479873,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,,,bus_stop,,Brombeerweg (West),platform,,no,no,53.6271971,10.0269267,354479874,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,yes,yes,bus_stop,yes,Erdkampsweg (Ost),platform,,yes,yes,53.6280222,10.0244913,354479876,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,yes,yes,bus_stop,yes,Werfelring,platform,,yes,no,53.6280128,10.1153273,354629289,yes,yes,,HVV,,,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
