name;Universitätsallee;Bei Mönchsgarten;Hermann-Löns-Straße;Wilhelm-Leuschner-Straße;Graf-von-Moltke-Straße;St.-Stephanus-Platz;Konrad-Adenauer-Straße;Waldfriedhof;Schäferfeld;Kurt-Schumacher-Straße;Blümchensaal;Theodor-Heuss-Straße;Venusberg (Johanneum);Ziegelkamp;Am Schützenplatz;Wichernstraße;Anna-Vogeley-Heim;Am Elsenbruch;Röntgenstraße / Kirche;Röntgenstraße;Planckstraße;Reichenbachplatz;Bürgeramt;Meisterweg;Hansestraße;Henningstraße;Pulverweg (Nord);Theodor-Haubach-Straße;Bülows Kamp;Klosterkamp;Hermann-Wagner-Straße;Hinrich-Wilhelm-Kopf-Straße;Am Sande;Oedeme Dorf;Im Kamp;Scharnhorststraße/DJH;Blücherstraße;Imkerstieg;MTV-Platz;Kurpark;Uelzener Straße (Kurzentrum);Munstermannskamp;Osterwiese;Klosterweg;Ginsterweg;Am Schwalbenberg;Wallstraße (Theater);Postamt;Hasenburg;Eintracht Sportplatz;Am Bahnhof Rettmer;Wiesengrund;Pilgerpfad;Am Wischfeld;Hessenweg (Mitte);Am Bäckfeld;Häcklinger Weg;Stadttheater;Sültenweg;Am Grasweg;Jägerstraße;Johanna-Stegen-Straße;Vor dem Neuen Tore;Dörnbergstraße;Witzendorffstraße;Ebelingweg;Naruto-Straße;Krähornsberg;Teilfeld;Wilhelm-Hänel-Weg;Am Wildgehege;Laffertstraße;Schomakerstraße;Am Springintgut;Am Graalwall;Neue Sülze;Lambertiplatz;Markt;Rathaus;Kefersteinstraße (UNI);Am Kreideberg;Stöteroggestraße (Süd);Boizenburger Straße;Thorner Straße (West);Thorner Platz;Salzwedeler Straße;Elbinger Straße;Dessauer Straße;Magdeburger Straße;Stöteroggestraße (Nord);Hasenburger Weg;Lilienthalstraße;Von-Stern-Straße;Eisenwerk;Gebrüder-Heyn-Straße;Hagen-Schule;Wacholderweg;Ahornweg;Landwehr;Hagemannsweg;Rote Schleuse;Bernhard-Riemann-Straße;Kulturforum Wienebüttel;Schwarzer Weg;Gut Olm;Abzweigung Ebensberg;Hölderlinstraße;Ostlandring;Freibad;Goebelstraße;Otto-Brenner-Straße (Kehre);Sternkamp;Bunsenstraße;Bachstraße;Rosenkamp;Schmiedestraße;Rehrweg;Volgershall/UNI;Städtisches Klinikum;Behördenzentrum (Ost);Psychiatrische Klinik;Bei der Pferdehütte;Alec-Moore-Straße;Am Bargenturm;Heidkoppelweg;Memeler Straße;William-Watt-Straße;Allensteiner Straße;Jüttkenmoor;Am Ziegeleiteich;Friedrich-Ludwig-Jahn-Straße;Rotes Tor;Goethestraße;Hagen Wendeplatz;Hopfengarten;Wielandstraße;Hans-Steffens-Weg;Gaußstraße;Heinrich-Böll-Straße;Carl-von-Ossietzky-Straße;Otto-Brenner-Straße;Flugplatz;Schützenstraße;Walter-Bötcher-Straße;Stadtkoppel;Kurt-Höbold-Straße;Richard-Brauer-Straße;Elso-Klöver-Straße;Gellersstraße;Wilhelm-Fressel-Straße;Schildsteinweg;Finanzamt;Auf dem Schmaarkamp;Auf der Hude;Tennispark;Brockwinkler Weg;Neu Häcklingen;Zeltberg;Pumpenstation;Vrestorfer Weg;Teufelsküche;Ernst-Braune-Straße;Leuphana;Lüner Rennbahn;Schlachthof;Auf den Blöcken;Bessemerstraße;SZ Kaltenmoor;Rettmer (Mitte);Kloster Lüne;Hasenburger Berg;Zentralfriedhof;Am Eiskeller;Auf dem Knieberg;Heidkamp;Meinekenhop;Ringstraße;Soltauer Straße (Kurzentrum);Clamartpark;Hasenburger Schule;Rosenkamp Wendeplatz;Steinweg;Övelgönner Weg;Königsberger Straße;Am Graben;Böcklerstraße/TÜV;Eisenbahnbrücke;Goseburgstraße;Ilmenaucenter;Konrad-Zuse-Allee;EDEKA;Brockwinklerweg;An der Roten Bleiche (Universität);Feldstraße (Universität);GHS Kreideberg;Herderschule;Spechtsweg;Kanalbrücke;Veilchenring;Tartuer Platz;Konrad-Adenauer-Straße Ost
Am Bahnhof Rettmer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;831.53;0.0;0.0;0.0;0.0;0.0;0.0;320.91200000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;999.0730000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Wiesengrund;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.10999999999999;293.626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;965.7160000000003;1504.1160000000002;1173.582;1445.8990000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pilgerpfad;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1125.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;965.7160000000003;0.0;714.4739999999999;1031.827;1347.2450000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;431.593;0.0;0.0
Am Wischfeld;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1420.6380000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1504.1160000000002;714.4739999999999;0.0;317.35299999999995;645.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1393.566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hessenweg (Mitte);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1090.104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1173.582;1031.827;317.35299999999995;0.0;328.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1638.2049999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Am Bäckfeld;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;699.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1362.421;0.0;0.0;0.0;0.0;0.0;1098.217;624.111;0.0;1445.8990000000001;1347.2450000000001;645.42;328.067;0.0;377.81699999999995;0.0;3554.7080000000005;3921.8360000000002;0.0;0.0;4411.814;4407.495000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4554.657000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1960.0249999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3003.209000000001;0.0;0.0;0.0;0.0;3491.0700000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3139.597000000001;0.0;0.0;0.0;0.0;0.0;1966.2719999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2731.829000000001;0.0;0.0;2659.013000000001;0.0;0.0;0.0;0.0;2081.907;1802.9739999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Häcklinger Weg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;322.0030000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;921.5969999999999;246.294;0.0;0.0;0.0;0.0;0.0;377.81699999999995;0.0;0.0;3378.088;3745.216;0.0;0.0;4235.194;4230.875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4378.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1783.405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2826.589000000001;0.0;0.0;0.0;0.0;3314.4500000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2962.9770000000008;0.0;0.0;0.0;0.0;0.0;2344.0890000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2555.2090000000007;0.0;0.0;2482.3930000000005;0.0;0.0;0.0;0.0;1905.287;1626.3539999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Stadttheater;0.0;0.0;0.0;0.0;0.0;0.0;1989.2830000000001;0.0;1804.6419999999998;2006.805;0.0;0.0;0.0;0.0;1537.3819999999998;0.0;0.0;0.0;0.0;0.0;0.0;1880.4420000000005;0.0;0.0;2462.309;0.0;1747.967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;735.6279999999999;511.281;0.0;0.0;0.0;0.0;1780.8619999999999;230.585;328.241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;552.9830000000002;0.0;0.0;528.304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3961.5370000000016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;219.671;0.0;0.0;0.0;849.128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1979.2439999999995;2820.099;2314.033999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3409.8699999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;505.668;286.694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2702.7600000000007;2034.7769999999998;0.0;0.0;0.0;647.7229999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sültenweg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2558.729000000001;3318.123999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1665.792;0.0;1109.8509999999999;1022.5899999999999;2456.491;3242.4149999999986;0.0;0.0;0.0;0.0;0.0;3554.7080000000005;3378.088;0.0;0.0;429.7829999999999;0.0;0.0;919.7610000000001;915.4420000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1436.3939999999998;0.0;0.0;838.5910000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2378.2780000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;572.33;0.0;0.0;0.0;0.0;452.026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;593.423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;851.925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1313.3790000000004;1145.838;0.0;1479.2000000000005;1448.7200000000003;1170.531;1385.1930000000004;851.5729999999999;0.0;1674.2549999999997;0.0;2123.921000000001;2171.6039999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Am Grasweg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2780.9590000000003;3685.2519999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2011.0349999999996;0.0;0.0;0.0;2823.6189999999997;3609.5429999999983;0.0;0.0;0.0;0.0;0.0;3921.8360000000002;3745.216;0.0;429.7829999999999;0.0;388.219;440.46500000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2600.5080000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;452.0500000000001;918.627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;295.151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;815.653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1074.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1694.425;1526.8839999999998;0.0;1701.4299999999998;1670.9499999999998;1392.7609999999997;1607.4229999999998;0.0;0.0;2019.4979999999998;0.0;2346.1510000000003;2538.731999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Jägerstraße;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;388.219;0.0;232.84400000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.830999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Johanna-Stegen-Straße;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;440.46500000000003;232.84400000000002;0.0;339.0020000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218.75099999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;286.786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Vor dem Neuen Tore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3313.4100000000008;4175.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2538.793999999999;0.0;0.0;0.0;3313.5970000000007;4099.521;0.0;0.0;0.0;0.0;0.0;4411.814;4235.194;0.0;919.7610000000001;0.0;0.0;339.0020000000001;0.0;218.34300000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;739.2950000000001;781.8639999999999;1324.8540000000003;1165.454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3134.9369999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1410.5830000000005;0.0;0.0;0.0;0.0;1140.6250000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1350.0820000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1608.5840000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2186.3809999999994;2018.8399999999997;0.0;2235.8589999999995;2205.3789999999995;1925.2120000000004;2141.8519999999994;0.0;0.0;2547.2569999999987;0.0;2880.579999999999;3028.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
